epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,56.3856,1.27446,4.03032,1.32595,0.60268,0.18048,0.15981,0.11002,1.15012,3.13166,1.03152,0.000253129,0.000253129,0.000253129
2,103.736,1.20765,2.86626,1.23797,0.29156,0.36797,0.30258,0.20128,1.23649,2.54955,1.14806,0.000504419,0.000504419,0.000504419
